year,quarter,city,Index,avg_price_sqm,med_price_sqm,p75_price_sqm,p25_price_sqm,date
2012,2,Bonn,96.1064682006836,8.56,8.35,9.73,7.42,2012-04-01
2012,2,Braunschweig,85.4808578491211,6.140000000000001,5.95,6.72,5.41,2012-04-01
2012,2,Bremen,92.18236541748047,6.66,6.25,7.67,5.38,2012-04-01
2012,2,Chemnitz,96.12203216552734,4.8500000000000005,4.92,5.21,4.49,2012-04-01
2012,2,Dortmund,91.5132827758789,5.55,5.38,6.0600000000000005,4.87,2012-04-01
2012,2,Dresden,88.5406265258789,6.18,6.03,6.79,5.5,2012-04-01
2012,2,Duisburg,95.55316925048828,5.2,5.05,5.7,4.55,2012-04-01
2012,2,Düsseldorf,95.04578399658203,8.89,8.6,10.0,7.640000000000001,2012-04-01
2012,2,Erfurt,91.76580810546875,6.21,6.05,6.8,5.49,2012-04-01
2012,2,Essen,94.73841094970703,5.89,5.65,6.43,5.09,2012-04-01
2012,2,Frankfurt am Main,93.94251251220703,11.3,10.92,12.92,9.33,2012-04-01
2012,2,Greix,91.67762756347656,8.83,8.6,10.26,7.21,2012-04-01
2012,2,Gelsenkirchen,95.99386596679688,4.9,4.8100000000000005,5.2700000000000005,4.49,2012-04-01
2012,2,Hamburg,98.78482055664062,10.44,10.0,12.24,8.5,2012-04-01
2012,2,Hamm,92.2623291015625,5.08,5.0,5.58,4.5,2012-04-01
2012,2,Hannover,88.32048034667969,6.7,6.5,7.24,5.92,2012-04-01
2012,2,Karlsruhe,93.01338195800781,8.4,8.290000000000001,9.25,7.36,2012-04-01
2012,2,Kiel,91.73323059082031,6.47,6.38,7.3,5.37,2012-04-01
2012,2,Köln,92.46363830566406,9.02,8.950000000000001,10.24,7.73,2012-04-01
2012,2,Leipzig,87.61219787597656,5.17,5.04,5.7700000000000005,4.5,2012-04-01
2012,2,Lübeck,90.81887817382812,6.59,6.49,7.42,5.6000000000000005,2012-04-01
2012,2,Mönchengladbach,96.12673950195312,5.74,5.61,6.17,5.08,2012-04-01
2012,2,Mannheim,91.04464721679688,7.62,7.3500000000000005,8.44,6.57,2012-04-01
2012,2,Kreis Mettmann,95.80976867675781,6.83,6.8100000000000005,7.63,5.94,2012-04-01
2012,2,München,88.70606994628906,12.96,12.68,14.15,11.41,2012-04-01
2012,2,Münster,94.49899291992188,8.52,8.36,9.72,7.21,2012-04-01
2012,2,Nürnberg,89.4734115600586,7.57,7.4,8.290000000000001,6.57,2012-04-01
2012,2,Potsdam,93.8360366821289,8.17,8.05,9.13,7.01,2012-04-01
2012,2,Rhein-Erft-Kreis,93.13713836669922,6.890000000000001,6.84,7.75,6.0,2012-04-01
2012,2,Stuttgart,91.27249908447266,9.71,9.47,10.53,8.43,2012-04-01
2012,2,Wiesbaden,93.74706268310547,8.71,8.49,9.51,7.73,2012-04-01
2012,2,Wuppertal,96.710693359375,5.53,5.44,5.95,5.0,2012-04-01
2012,2,Aachen,92.1513442993164,7.57,7.41,8.67,6.36,2012-04-01
2012,2,Augsburg,84.31053161621094,7.13,7.03,7.97,6.3500000000000005,2012-04-01
2012,2,Berlin,85.73341369628906,7.45,7.03,8.5,6.03,2012-04-01
2012,2,Bielefeld,93.00533294677734,5.96,5.8,6.6000000000000005,5.12,2012-04-01
2012,2,Bocholt,95.92353057861328,6.07,5.73,6.5,5.3100000000000005,2012-04-01
2012,2,Bochum,94.91968536376953,5.69,5.5200000000000005,6.19,5.0,2012-04-01
2012,2,Bonn,94.5614013671875,8.45,8.26,9.5,7.34,2012-04-01
2012,2,Braunschweig,84.53079986572266,6.13,5.94,6.67,5.3500000000000005,2012-04-01
2012,2,Bremen,91.3605728149414,6.66,6.25,7.67,5.4,2012-04-01
2012,2,Chemnitz,96.052978515625,4.8500000000000005,4.93,5.25,4.47,2012-04-01
2012,2,Dortmund,91.60417938232422,5.59,5.4,6.11,4.86,2012-04-01
2012,2,Dresden,88.5127944946289,6.16,6.03,6.71,5.5200000000000005,2012-04-01
2012,2,Duisburg,94.91337585449219,5.21,5.07,5.64,4.6000000000000005,2012-04-01
2012,2,Düsseldorf,94.76018524169922,8.92,8.61,9.91,7.6000000000000005,2012-04-01
2012,2,Erfurt,91.4495849609375,6.2,6.0600000000000005,6.82,5.45,2012-04-01
2012,2,Essen,94.6496353149414,5.91,5.7,6.5,5.13,2012-04-01
2012,2,Frankfurt am Main,93.78318786621094,11.21,10.9,12.780000000000001,9.27,2012-04-01
2012,2,Greix,91.35387420654297,8.82,8.58,10.22,7.15,2012-04-01
2012,2,Gelsenkirchen,95.2303466796875,4.86,4.8,5.2,4.41,2012-04-01
2012,2,Hamburg,97.95177459716797,10.34,10.0,12.0,8.5,2012-04-01
2012,2,Hamm,92.77703094482422,5.15,5.0,5.67,4.58,2012-04-01
2012,2,Hannover,87.86947631835938,6.69,6.48,7.29,5.89,2012-04-01
2012,2,Karlsruhe,92.58108520507812,8.36,8.18,9.15,7.36,2012-04-01
2012,2,Kiel,91.57862091064453,6.53,6.42,7.3100000000000005,5.38,2012-04-01
2012,2,Köln,92.19876861572266,9.01,8.83,10.23,7.62,2012-04-01
2012,2,Leipzig,87.99494171142578,5.2,5.1000000000000005,5.8,4.5,2012-04-01
2012,2,Lübeck,91.35517883300781,6.62,6.5,7.42,5.63,2012-04-01
2012,2,Mönchengladbach,95.91664123535156,5.7,5.5200000000000005,6.17,5.09,2012-04-01
2012,2,Mannheim,90.25914764404297,7.59,7.38,8.44,6.55,2012-04-01
2012,2,Kreis Mettmann,95.7354507446289,6.88,6.83,7.67,6.0,2012-04-01
2012,2,München,88.31651306152344,12.91,12.57,14.120000000000001,11.3,2012-04-01
2012,2,Münster,93.40766143798828,8.44,8.33,9.71,7.16,2012-04-01
2012,2,Nürnberg,89.57392883300781,7.58,7.43,8.290000000000001,6.59,2012-04-01
2012,2,Potsdam,93.33014678955078,8.1,8.02,9.0,7.01,2012-04-01
2012,2,Rhein-Erft-Kreis,93.07179260253906,6.97,6.95,7.87,6.0,2012-04-01
2012,2,Stuttgart,90.07816314697266,9.63,9.33,10.58,8.41,2012-04-01
2012,2,Wiesbaden,93.40863800048828,8.68,8.48,9.46,7.68,2012-04-01
2012,2,Wuppertal,96.78215026855469,5.58,5.46,6.0,5.0,2012-04-01
2012,3,Aachen,92.59205627441406,7.32,7.140000000000001,8.33,6.0,2012-07-01
2012,3,Augsburg,84.48149871826172,7.0200000000000005,6.98,7.67,6.29,2012-07-01
2012,3,Berlin,86.47036743164062,7.5,7.11,8.52,6.09,2012-07-01
